# BurstLength(ms) BurstStart(s) IngressMax(Bytes) MaxConnections
2 1.241 2710272 106
2 1.245 2677882 105
2 1.248 2853756 105
4 1.251 3013214 109
6 1.258 2602274 121
3 1.266 2728306 118
2 1.272 2971898 114
3 1.276 2528152 113
2 1.281 2855820 116
2 1.284 2888956 115
2 1.288 2465476 107
2 1.295 2684858 104
3 1.300 2748080 113
2 1.304 2876672 122
3 1.309 2692728 126
2 1.314 3122852 128
2 1.317 3060500 110
2 1.321 2750540 118
2 1.325 2831464 121
2 1.328 2694996 102
2 1.335 2690994 102
2 1.339 2731484 119
3 1.343 2810664 109
3 1.347 2785896 126
2 1.353 2898818 122
5 1.356 2736272 110
2 1.362 2796524 108
2 1.365 2719724 117
3 1.369 2495680 102
2 1.373 2856906 115
2 1.377 2951686 110
5 1.380 2802464 110
1 1.387 2861228 112
5 1.390 2961098 106
2 1.396 2770398 108
2 1.399 2890106 102
2 1.403 3013584 107
3 1.406 2623820 105
2 1.411 2794476 120
1 1.414 2389324 113
5 1.418 3104312 114
2 1.424 3123506 106
2 1.427 2725496 114
2 1.432 2648220 115
2 1.435 2500600 101
2 1.438 3121218 109
2 1.441 2857274 104
2 1.445 2649422 123
2 1.448 2435214 106
2 1.451 2518728 125
1 1.455 2456386 105
1 1.459 2427630 100
2 1.462 3121644 121
2 1.471 2864600 127
2 1.474 3122566 119
2 1.477 3015362 103
2 1.480 2649650 120
2 1.483 2801432 109
1 1.487 2264144 103
5 1.489 2926356 123
2 1.497 3027388 113
2 1.502 3085486 124
5 1.507 2877852 118
1 1.513 3113692 103
2 1.517 2473862 119
1 1.520 2220998 110
1 1.523 2556700 105
1 1.527 2244192 102
2 1.529 2060368 106
2 1.532 2385486 103
2 1.535 2970844 116
1 1.540 2276602 107
1 1.543 2458038 118
2 1.545 2232656 109
1 1.549 2450150 126
2 1.553 2793556 121
2 1.559 2847526 122
1 1.562 2397590 104
1 1.565 3123368 107
2 1.568 2314214 104
2 1.571 2205176 107
1 1.576 3040940 108
2 1.582 2922722 113
2 1.588 2576052 101
2 1.591 3121332 126
2 1.596 3069794 110
3 1.599 2838728 113
2 1.603 3122760 121
3 1.606 2742634 110
2 1.611 3111500 120
2 1.617 2636966 122
1 1.621 2340514 109
2 1.623 2866212 122
1 1.628 2836788 102
1 1.631 3010582 101
1 1.634 3123802 109
2 1.636 3121820 122
1 1.639 2262492 117
2 1.644 2633246 100
2 1.649 3123046 116
1 1.654 2486014 99
2 1.658 2910186 121
2 1.661 2354550 125
1 1.665 2311874 116
2 1.667 3122566 123
1 1.670 3006360 114
1 1.673 3056866 109
1 1.676 2473804 120
2 1.679 2859534 127
2 1.683 2545430 125
2 1.687 2270988 121
2 1.690 2220548 118
2 1.694 2064810 109
2 1.697 2542602 107
2 1.701 2071618 104
2 1.705 2473538 101
1 1.708 2947266 107
2 1.715 2794670 122
1 1.718 2911756 102
2 1.721 2252488 107
2 1.725 2692526 109
2 1.728 2232012 110
2 1.732 2628694 127
2 1.737 2921962 118
2 1.740 2751558 126
1 1.745 2650764 100
2 1.748 2332272 116
1 1.752 2224584 116
2 1.755 3015650 123
2 1.758 2257914 120
2 1.761 2696940 113
2 1.764 3070146 128
1 1.767 2546370 118
2 1.769 2106682 102
1 1.775 2095034 105
1 1.778 2859810 106
2 1.782 2404088 112
2 1.785 2702208 108
2 1.788 2333832 110
1 1.791 2451182 122
2 1.793 1893122 101
1 1.796 2949192 115
2 1.801 2238960 119
1 1.804 2672354 105
1 1.807 2407072 100
2 1.809 3118500 117
1 1.812 3062404 117
1 1.815 3086538 103
2 1.817 3098158 104
1 1.820 2822462 103
2 1.824 2868176 124
2 1.829 2315358 123
1 1.834 2263524 120
2 1.836 2401738 116
2 1.839 2415650 121
2 1.842 2204918 107
2 1.845 2248470 115
2 1.848 2448944 126
1 1.853 2621756 119
6 1.855 2745686 116
2 1.862 2404722 107
3 1.865 2548536 124
3 1.870 2965142 109
3 1.874 2984198 119
2 1.878 2701638 101
3 1.883 2711256 118
3 1.887 2448846 123
2 1.892 2676152 116
2 1.896 2893610 128
2 1.900 2589734 128
2 1.903 2765962 118
2 1.906 3122620 114
1 1.912 2632832 103
2 1.915 3122566 128
1 1.921 2223634 106
2 1.923 2120956 108
1 1.926 3051716 100
2 1.930 2588048 118
2 1.934 2772256 124
2 1.939 2749058 121
2 1.943 2786476 123
2 1.946 3036330 109
2 1.950 2624678 125
1 1.955 2183836 105
2 1.961 2376960 119
2 1.964 2955938 107
6 1.967 3121534 109
6 1.976 3115826 110
2 1.983 2882716 114
5 1.987 2643888 125
2 1.994 2551528 117
2 1.997 2694060 124
2 2.000 2357772 110
1 2.003 2705868 102
1 2.006 2245132 106
1 2.008 2765662 109
1 2.013 2891554 109
1 2.017 3109722 106
2 2.021 3122290 124
2 2.025 3053862 117
1 2.029 2415798 110
1 2.031 2963272 108
2 2.035 2878700 120
2 2.040 2361450 118
2 2.043 2965960 123
1 2.046 2998204 103
2 2.050 2495496 112
1 2.053 2455872 105
2 2.055 2107142 106
4 2.059 2387250 126
1 2.064 2315818 103
2 2.067 2047910 101
5 2.070 3123460 120
2 2.077 2780996 115
2 2.081 2625312 111
3 2.086 2600166 122
2 2.091 2609546 111
2 2.095 2589642 108
2 2.098 2889330 125
2 2.101 2741494 111
2 2.105 2800810 126
5 2.108 2939290 127
3 2.114 2740902 114
5 2.118 2671036 127
2 2.124 2724114 108
2 2.129 3122290 107
6 2.134 3122290 122
10 2.141 3063384 121
2 2.152 3011234 102
3 2.155 2850520 102
2 2.159 2967910 102
16 2.162 3123618 122
1 2.181 1575922 5
149 2.183 3123826 131
12 2.333 3123414 111
6 2.347 2972140 107
3 2.354 3004140 129
6 2.360 3123168 115
6 2.369 2963786 112
2 2.376 2720372 103
6 2.379 2714686 123
2 2.386 2655944 108
3 2.389 2644470 119
4 2.393 2515390 124
1 2.399 2721450 108
2 2.402 2716678 122
2 2.406 1996630 108
2 2.411 2483684 109
2 2.414 2641236 128
2 2.418 2600634 115
2 2.421 2983134 121
2 2.424 3015742 116
2 2.430 3072744 122
2 2.433 2275284 108
1 2.436 2839076 106
2 2.442 2253612 118
1 2.448 2356086 113
1 2.450 3117324 101
4 2.454 2834470 113
2 2.461 2218954 118
2 2.465 3122800 120
1 2.469 3123240 110
1 2.471 2994476 105
2 2.475 2642668 104
1 2.479 2363320 105
1 2.481 3122290 100
1 2.484 2195014 98
1 2.492 2140278 99
2 2.496 2507780 106
2 2.500 2570320 102
2 2.508 2710332 126
2 2.511 3122998 105
2 2.517 2829458 106
2 2.520 2710964 106
2 2.523 2558212 129
2 2.526 2364770 108
2 2.529 2543488 107
2 2.532 2592134 127
2 2.535 2653808 111
2 2.539 2772896 127
1 2.545 2359100 116
2 2.548 2104504 108
1 2.552 2436070 127
2 2.554 2368132 112
2 2.557 2891222 121
2 2.561 2198914 104
1 2.565 2298918 112
2 2.569 2502464 120
3 2.572 2644940 121
2 2.576 2677906 104
5 2.579 2778832 119
5 2.586 3018710 126
2 2.594 2421388 116
2 2.601 2774296 120
1 2.606 2777780 107
2 2.611 2747538 106
2 2.614 2501680 120
2 2.617 2821352 103
1 2.620 2588678 103
2 2.622 2653946 127
2 2.629 2747754 110
2 2.632 2525134 118
2 2.635 2417014 119
2 2.639 2247594 105
2 2.645 2760586 106
2 2.649 2638628 125
2 2.654 2588426 120
1 2.657 3123094 109
2 2.660 3058246 119
2 2.663 2745120 118
1 2.666 2296762 103
2 2.669 3020032 119
1 2.673 2324636 121
4 2.676 3122872 126
3 2.681 2613122 105
4 2.685 3122096 125
3 2.691 2914360 122
4 2.695 3122712 129
2 2.701 2807700 104
2 2.704 2595180 103
7 2.708 3116650 117
2 2.716 3123700 107
2 2.719 2577462 103
3 2.723 3079764 122
2 2.729 2738902 118
4 2.732 2790010 119
2 2.737 2693658 113
2 2.741 2971012 110
2 2.746 2663618 104
2 2.749 2821790 114
3 2.752 2815596 109
2 2.758 2969186 110
2 2.761 3121534 118
2 2.765 3051954 112
3 2.769 2948528 110
7 2.773 3122998 121
2 2.785 3006440 111
3 2.788 2616126 121
2 2.794 2797212 123
2 2.798 2639862 102
2 2.801 2925406 124
2 2.804 3123506 119
2 2.807 3080712 119
2 2.811 2533884 104
5 2.814 2631790 106
2 2.820 3085828 116
2 2.825 2655566 119
2 2.829 3120788 110
2 2.832 2961114 109
2 2.837 2861412 106
2 2.841 3113656 113
2 2.845 2602736 108
2 2.849 2583958 109
6 2.852 2918120 127
12 2.861 3123128 125
4 2.876 3122790 126
3 2.882 2935848 127
2 2.886 2697740 101
2 2.889 2990022 101
2 2.892 2724722 107
2 2.896 2498020 121
1 2.899 2483664 105
1 2.904 2544058 103
1 2.907 2658274 110
2 2.910 2351124 103
2 2.913 2606608 115
2 2.917 2167130 113
1 2.922 2476246 119
2 2.925 2755032 112
2 2.928 2389600 110
1 2.931 3079080 102
2 2.935 2693512 127
2 2.939 2575470 118
2 2.943 2682606 117
2 2.946 2551516 125
2 2.949 2363188 123
2 2.952 2755628 121
2 2.955 2930582 126
5 2.958 2592942 118
3 2.966 2497458 108
2 2.971 3123598 105
1 2.975 3010958 104
2 2.978 2465916 126
2 2.981 2959968 118
1 2.984 2320178 104
1 2.987 2480762 107
2 2.991 2333278 115
2 2.996 2215306 119
1 2.999 2849112 113
