# BurstLength(ms) BurstStart(s) IngressMax(Bytes) MaxConnections
1 6.598 1021920 14
1 6.615 985640 15
1 6.638 1149660 15
1 6.647 979340 14
1 6.652 1191316 15
1 6.655 985494 14
1 6.685 1308942 15
1 6.718 959744 15
1 6.734 991178 15
1 6.745 944524 15
1 6.770 1143074 15
1 6.781 1021920 14
1 6.814 1192240 15
1 6.825 1064500 15
1 6.834 1192240 15
1 6.848 957842 15
1 6.851 1036994 15
1 6.870 1107080 15
1 6.874 1107080 15
1 6.880 1040014 14
1 6.884 1275266 15
1 6.907 1021920 14
1 6.913 1107080 15
1 6.918 1021920 14
1 6.932 1064500 15
1 6.934 950278 15
1 6.953 1115406 15
1 6.959 1064500 15
1 6.962 1021920 15
1 6.966 979340 14
1 6.985 1107080 15
1 7.000 979340 15
1 7.009 981242 14
1 7.044 1355104 15
1 7.068 1277400 15
1 7.073 1064500 15
1 7.078 978038 15
1 7.112 986526 15
1 7.131 1021920 15
1 7.133 965174 14
1 7.136 979340 15
1 7.155 1021920 14
1 7.166 986326 15
1 7.168 1385322 15
1 7.183 1099446 15
1 7.197 1149714 15
1 7.205 979340 14
1 7.215 1045882 15
1 7.224 979340 14
1 7.238 1192240 15
1 7.257 1064500 15
1 7.263 1023352 15
1 7.269 1389742 15
1 7.274 1064986 15
1 7.282 960992 15
1 7.343 1064500 15
1 7.354 1149606 15
1 7.375 979340 14
1 7.386 1021920 14
1 7.388 1107080 15
1 7.428 1012638 15
2 7.442 1107080 15
1 7.474 1270868 15
1 7.482 979340 14
1 7.494 988806 15
1 7.502 1076840 15
1 7.510 1021920 15
1 7.514 1263866 15
1 7.520 1062528 15
1 7.552 1036778 15
1 7.567 1061442 15
1 7.577 937846 15
1 7.582 965352 14
1 7.597 1393470 15
1 7.605 980734 15
1 7.610 1358508 15
1 7.631 1064500 15
1 7.665 1238910 14
1 7.679 1144684 15
1 7.685 944686 15
1 7.718 1177642 15
1 7.763 1021920 15
1 7.766 1107080 15
1 7.775 1009996 15
1 7.817 1149660 15
1 7.821 1044504 14
1 7.832 1064500 14
1 7.844 1064500 15
1 7.848 979340 15
1 7.890 1021920 14
1 7.899 1064500 15
1 7.927 1014502 14
1 7.953 1021920 15
1 7.957 979340 15
1 7.960 1164118 15
1 7.967 946858 14
2 7.997 1057622 15
1 8.015 979340 14
1 8.024 1021920 15
1 8.026 1106972 15
1 8.037 1021758 15
1 8.094 1054332 15
1 8.103 970496 15
1 8.139 1192240 15
1 8.149 979340 13
1 8.180 988698 15
1 8.198 1192240 15
1 8.211 1107080 15
1 8.224 1064500 15
1 8.234 1149660 14
1 8.243 1012206 14
1 8.247 1042332 14
1 8.278 969442 15
1 8.296 1050766 15
1 8.313 941142 14
1 8.322 979340 14
1 8.325 1082238 15
2 8.327 1093276 15
1 8.332 979394 14
1 8.348 1192186 15
1 8.351 942190 15
1 8.358 1064446 15
1 8.365 1205526 15
1 8.373 1114358 15
1 8.400 1021920 14
2 8.442 1215986 15
1 8.446 1192240 15
1 8.481 1027696 15
1 8.486 979340 14
1 8.491 956686 15
1 8.507 1021920 14
2 8.509 1107080 15
1 8.519 957372 14
1 8.522 979340 15
1 8.536 1064500 15
3 8.539 1384966 15
1 8.544 1020688 13
1 8.547 965282 14
1 8.561 1107080 15
1 8.600 957210 15
1 8.619 1064500 14
1 8.639 1064500 15
1 8.651 1159996 15
1 8.665 1309126 15
1 8.672 1021866 15
1 8.685 1934108 15
1 8.701 950170 15
1 8.705 942752 14
1 8.726 1089618 15
1 8.740 979340 14
1 8.763 988822 14
1 8.780 979340 14
1 8.788 1021920 14
1 8.813 1069276 14
1 8.819 944092 15
1 8.821 1021920 15
1 8.823 979340 14
1 8.831 1232562 15
1 8.835 1021920 14
1 8.838 979340 14
2 8.855 1184114 15
1 8.871 1068320 15
1 8.873 1149660 15
2 8.899 1356082 15
1 8.926 1021920 15
1 8.931 1064608 15
1 8.974 1341370 15
2 9.011 1021920 14
1 9.017 1107080 15
1 9.024 1107080 15
1 9.027 1064500 14
1 9.030 1277400 15
1 9.041 1112126 15
1 9.051 1467592 15
1 9.071 979340 15
1 9.078 1064500 14
1 9.104 1107080 15
1 9.123 1192240 15
2 9.140 1107080 15
1 9.165 1107080 15
1 9.210 1025032 14
2 9.220 1021920 15
1 9.223 979340 14
1 9.242 1149660 15
1 9.266 956270 14
1 9.273 966622 14
1 9.282 1192240 14
1 9.289 1037610 14
1 9.334 1499982 15
1 9.372 979340 14
1 9.389 1388548 15
1 9.391 1064500 14
1 9.398 1362560 14
1 9.419 1234820 15
1 9.423 1064500 15
1 9.432 979340 15
1 9.441 1277400 15
1 9.459 1234188 15
1 9.461 979340 15
1 9.500 994414 14
1 9.522 979340 14
1 9.535 1021920 13
1 9.560 1064500 14
1 9.571 1064500 15
1 9.575 1064446 15
1 9.577 1021920 15
1 9.581 954714 14
1 9.588 1018322 15
1 9.590 953104 15
1 9.595 1000784 15
1 9.615 1017614 15
1 9.636 1023368 15
1 9.652 1107080 15
1 9.687 1064500 15
1 9.704 1107080 15
1 9.737 977190 14
1 9.745 1105524 15
1 9.753 1301432 15
1 9.764 979340 14
1 9.771 1021920 15
1 9.777 1234820 15
1 9.782 1107080 15
1 9.792 959798 14
1 9.794 1004928 15
1 9.820 1149660 15
1 9.828 1089964 15
1 9.836 1107080 15
1 9.838 1124456 15
2 9.845 1192294 15
2 9.848 1370178 15
1 9.863 1021920 15
1 9.868 1202468 15
1 9.887 1053808 14
1 9.923 1447720 15
1 9.928 1362560 15
1 9.944 1064500 15
1 9.974 1362398 15
1 9.991 1266308 15
