FlowId,Type,Size,StartTime,EndTime,FCT,RxBytes,FinReceived
4,Background,102400,0.239016,0.33448041,0.09546441,106400,True
0,Background,102400,0.239598,0.479584622,0.239986622,106400,True
3,Background,1024,0.239917,0.278320512,0.03840351200000003,10876994,True
3,Background,10485760,0.240054,0.500886094,0.26083209399999996,108768230,True
4,Background,102400,0.240704,0.276274918,0.03557091799999998,106400,True
5,Background,1048576,0.241486,0.33448041,0.09299441,106400,True
1,Background,1024,0.242164,0.477736336,0.235572336,106400,True
1,Background,10240,0.242767,0.464311471,0.22154447099999997,106400,True
5,Background,1024,0.242797,0.386491127,0.14369412699999998,106400,True
2,Background,10240,0.242967,0.250089823,0.007122823,106400,True
2,Background,102400,0.243464,0.279230337,0.03576633699999998,1087892,True
2,Background,102400,0.244054,0.464311471,0.22025747099999998,106400,True
1,Background,102400,0.244069,0.488454432,0.24438543199999999,106400,True
3,Background,1048576,0.245293,0.250089823,0.004796822999999978,106400,True
1,Background,102400,0.245306,0.479584622,0.23427862200000002,106400,True
1,Background,102400,0.24551,0.491265511,0.24575551099999998,106400,True
3,Background,102400,0.245762,0.343060296,0.09729829599999998,10876994,True
3,Background,102400,0.246091,0.435561913,0.18947091300000002,10876994,True
3,Background,102400,0.246395,0.411290928,0.164895928,1087892,True
6,Background,10240,0.24667,0.384461123,0.13779112300000002,1087892,True
3,Background,1048576,0.247866,0.378056016,0.130190016,106400,True
1,Background,1048576,0.249727,0.464829855,0.215102855,106400,True
3,Background,1024,0.249746,0.342455994,0.09270999399999999,10838,True
3,Background,10240,0.249842,0.251942015,0.0021000150000000106,106400,True
4,Background,10240,0.251939,0.380613301,0.128674301,1087892,True
2,Background,102400,0.252201,0.305825761,0.053624760999999965,10838,True
2,Background,1024,0.252762,0.505674558,0.25291255800000007,1244,True
2,Background,10240,0.25351,0.507175512,0.253665512,10838,True
1,Background,10240,0.254046,0.508246604,0.254200604,10838,True
3,Background,102400,0.254927,0.279230337,0.02430333699999998,1087892,True
2,Background,102400,0.255999,0.512520784,0.25652178400000003,106400,True
3,Background,102400,0.257247,0.514049891,0.256802891,108768230,True
2,Background,102400,0.259323,0.313263352,0.05394035199999997,10876994,True
0,Background,10240,0.259861,0.519875713,0.260014713,10838,True
3,Background,102400,0.259868,0.288921238,0.029053238000000037,10876994,True
